country,name,full_name,tag,isin,id,currency,symbol
argentina,JPMorgan Chase DRC,JPMorgan Chase & Co DRC,jpmorgan-chase---co.,ARDEUT110244,30017,ARS,JPM
argentina,Kimberly-Clark DRC,Kimberly-Clark Corp. DRC,kimberly-clark-corp.,ARDEUT111176,30019,ARS,KMB
argentina,McDonald DRC,McDonald Corp DRC,mcdonald-corp,ARDEUT110269,30023,ARS,MCD
argentina,Merck & Co DRC,Merck & Co Inc DRC,merck---co-inc.,ARDEUT110277,30026,ARS,MRK
argentina,3M DRC,3M Co DRC,3m-co-drc,ARDEUT110293,30029,ARS,MMM
argentina,Royal Dutch Shell A DRC,Royal Dutch Shell A DRC,royal-dutch-shell-a-ar,ARDEUT112547,30040,ARS,RDS
argentina,Koninklijke Philips DRC,Koninklijke Philips NV DRC,koninklijke-philips-electronics,ARDEUT110558,30044,ARS,PHG
argentina,Novartis DRC,Novartis DRC,novartis-drc,ARDEUT112521,30054,ARS,NVS
argentina,Siemens CEDEAR,Siemens AG CEDEAR,siemens-a.g.,ARDEUT112372,30064,ARS,SIEGY
argentina,Total CEDEAR DRC,Total CEDEAR DRC,total-cedear,ARDEUT112075,30075,ARS,TOT
argentina,Banco Bilbao Vizcaya DRC,Banco Bilbao Vizcaya Argentaria DRC,banco-bilbao-vizcaya-argentaria,ARDEUT112232,30081,ARS,BBV
argentina,Nokia CEDEAR,Nokia Oyj CEDEAR,nokia,ARDEUT110533,30087,ARS,NOKA
argentina,BHP Billiton Ltd CEDEAR,BHP Billiton Ltd CEDEAR,bhp-ltd,ARDEUT112992,30091,ARS,BHP
argentina,SAP AG DRC,SAP DRC,sap-ag-drc,ARDEUT112034,30096,ARS,SAP
argentina,Apple DRC,Apple Inc DRC,apple-inc.,ARDEUT116183,30128,ARS,AAPL
argentina,National Grid DRC,National Grid PLC DRC,national-grid-ar,ARDEUT112620,30179,ARS,NGG
argentina,Unilever NV CEDEAR,Unilever NV CEDEAR,unilever-nv-cedear,ARDEUT112091,30183,ARS,UN
argentina,Colgate-Palmolive DRC,Colgate-Palmolive Company DRC,colgate-palmolive-company,ARDEUT110855,30202,ARS,CL
argentina,DowDuPont,DowDuPont Inc,du-pont-de-nemours---company,ARDEUT110145,30208,ARS,DD
argentina,Pfizer DRC,Pfizer Inc. DRC,pfizer-inc.-ar,ARDEUT111424,30213,ARS,PFE
argentina,Wal Mart Stores DRC,Wal Mart Stores Inc DRC,wal-mart-stores-inc,ARDEUT110400,30215,ARS,WMT
argentina,Home Depot DRC,Home Depot Inc DRC,home-depot-inc.,ARDEUT111705,30223,ARS,HD
argentina,IBM DRC,International Business Machines DRC,international-business-machines,ARDEUT110202,30226,ARS,IBM
argentina,Sony Corp DRC,Sony Co DRC,sony-corp-ar,ARDEUT112984,30229,ARS,SNE
argentina,Verizon DRC,Verizon Communications Inc DRC,verizon-communications-inc.,ARDEUT112927,30234,ARS,VZ
argentina,Bristol-Myers Squibb DRC,Bristol-Myers Squibb Co DRC,bristol-myers-squibb-co.,ARDEUT112877,30237,ARS,BMY
argentina,Newmont Mining DRC,Newmont Mining DRC,newmont-mining-drc,ARDEUT112570,30240,ARS,NEM
argentina,Johnson & Johnson DRC,Johnson & Johnson Co DRC,johnson---johnson-co,ARDEUT110236,30246,ARS,JNJ
argentina,General Electric DRC,General Electric Co DRC,general-electric-co.,ARDEUT110160,30255,ARS,GE
argentina,Yamana Gold DRC,Yamana Gold Inc DRC,yamana-gold-drc,ARDEUT115375,30259,ARS,AUY
argentina,HP DRC,HP Inc DRC,hewlett-packard,ARDEUT110194,30276,ARS,HPQ
argentina,Toyota DRC,Toyota Motor Corporation DRC,toyota-motor,ARDEUT112083,30284,ARS,TM
argentina,PepsiCo DRC,PepsiCo Inc DRC,pepsico-inc,ARDEUT111416,30289,ARS,PEP
argentina,PetroChina Co DRC,PetroChina Co DRC,petrochina-co,ARDEUT113958,30297,ARS,PTR
argentina,China Mobile CEDEAR,China Mobile Ltd CEDEAR,china-mobile-ar,ARDEUT111812,30301,ARS,CHL
argentina,Nike DRC,Nike Inc DRC,nike-inc,ARDEUT111341,30308,ARS,NKE
argentina,Procter & Gamble DRC,Procter & Gamble DRC,procter---gamble,ARDEUT110335,30311,ARS,PG
argentina,Vale DRC,Vale,vale,ARDEUT113925,30353,ARS,VALE
argentina,Gazprom OAO DRC,Gazprom OAO DRC,gazprom-oao,ARDEUT114261,30359,ARS,OGZD
argentina,Barrick Gold DRC,Barrick Gold DRC,barrick-gold,ARDEUT112562,30374,ARS,GOLD
argentina,Banco Bradesco DRC,Banco Bradesco DRC,banco-bradesco,ARDEUT116001,30418,ARS,BBD
argentina,Ovoprot Int SA,Ovoprot International SA,ovoprot-international-sa,AROVOP010038,40419,ARS,OVOP
argentina,Bodegas Esmeralda,Bodegas Esmeralda SA,bodegas-esmeralda-sa,ARESME010022,955693,ARS,ESME
argentina,AIG,American International Group Inc,american-international-group-inc,ARDEUT110640,962553,ARS,AIG
argentina,PETROBRAS PN,Petroleo Brasileiro SA PN,petrobras-pn?cid=962554,BRPETRACNPR6,962554,ARS,APBRA
argentina,American Express DRC,American Express Co DRC,american-express-co-ba,ARDEUT110046,962555,ARS,AXP
argentina,Bancontander Brasil,Banco Santander Brasil SA,banco-santander-brasil-sa-ba,ARDEUT115995,962556,ARS,BSBR
argentina,Artefactos Domesticos,Domec Compania de Artefactos Domesticos SAIC y F,domec-compania-de-artefactos-domest,ARP3577N1097,962557,ARS,DOME
argentina,Alphabet A,Alphabet Inc BA,google-inc?cid=962559,ARDEUT116159,962559,ARS,GOOGL
argentina,Honda Motor Co DRC,Honda Motor Co DRC,honda-motor-co-ltd-ba,ARDEUT112950,962560,ARS,HMC
argentina,Compania Introductora de BA,Compania Introductora de Buenos Aires SA,compania-introductora-buenos-aires,ARP577611352,962561,ARS,INTR
argentina,Coca-Cola DRC,Coca Cola Co DRC,coca-cola-co-ba,ARDEUT110111,962562,ARS,KO
argentina,Lockheed Martin DRC,Lockheed Martin Corp DRC,lockheed-martin-corp,ARDEUT111200,962563,ARS,LMT
argentina,MercadoLibre DRC,MercadoLibre Inc DRC,mercadolibre-inc,ARDEUT116175,962564,ARS,MELI
argentina,Bancontander Rio Pref,Banco Santander Rio SA Pref,banco-santander-rio-sa,ARBRIO010475,962566,ARS,BRIO6
argentina,TGLT,TGLT SA,tglt-sa,ARTGLT010015,962567,ARS,TGLT
argentina,Ternium DRC,Ternium SA DRC,ternium-sa-ba,ARDEUT116019,962568,ARS,TXR
argentina,Grupo Supervielle,Grupo Supervielle S.A. B,grupo-supervielle-sa,ARGRSU300079,978761,ARS,SUPV
argentina,Havanna,Havanna Holding SA,havanna-sa,ARHAVH300038,985733,ARS,HAVA
argentina,Phoenix Resources,Phoenix Global Resources PLC,andes-energia-plc?cid=992998,GB00B7LHJ340,992998,ARS,PGR
argentina,Emdersa,Empresa Distribuidora Electrica Regional SA,empresa-distribuidora-electrica,AREDER010016,992999,ARS,EMDE
argentina,Insumos Agroquimicos,Insumos Agroquimicos SA,insumos-agroquimicos-sa,ARINAG010041,993000,ARS,INAG
argentina,Meranol,Meranol SACI,meranol-saci,ARMERA010027,993001,ARS,MERA
argentina,BYMA,Bolsas y Mercados Argentinos S.A.,bolsas-y-mercados-argentinos-sa,ARBYMA300018,1010847,ARS,BYMA
argentina,Molinos Agro,Molinos Agro SA,molinos-agro,ARMOAG300023,1024827,ARS,MOLA
argentina,Cablevisión,Cablevisión Holding S.A. B,cablevision,ARCABH300011,1037060,ARS,CVH
argentina,Grupo Valores,Grupo Financiero Valores Sociedad Anónima,grupo-financiero-valores,ARP6479Z1046,1052113,ARS,VALO
argentina,Loma Negra,Loma Negra Compania Industrial Argentina SA,loma-negra-ba,ARLOMA300018,1055132,ARS,LOMA
argentina,Loma Negra,Loma Negra Compania Industrial Argentina SA,loma-negra-ba?cid=1055994,ARLOMA300018,1055994,ARS,LOMAh
argentina,Laboratorios Richmond,Laboratorios Richmond SACIF,laboratorios-richmond,ARLRIC300027,1057300,ARS,RICH
argentina,EDESAL,EDESAL Holding SA,edesal,AREDHO010016,1073217,ARS,EDLH
argentina,Edesa,Edesa Holding SA,edesa,AREDEH010018,1073218,ARS,EDSH
argentina,Amazon.com,Amazon.com Inc,amazon.com-ba,ARBCOM460176,1129359,ARS,AMZN
argentina,Arcos Dorados,Arcos Dorados Holdings Inc,arcos-dorados-holdings-inc?cid=1129360,ARBCOM460135,1129360,ARS,ARCO
argentina,Alibaba Cedear,Alibaba Group Holding Ltd,alibaba-cedear,ARBCOM4601T8,1131135,USD,BABA
argentina,Gerdau DRC,Gerdau SA,gerdau-drc,ARBCOM460200,1131136,USD,GGB
argentina,BRF,BRF SA,brf,ARBCOM460218,1131137,USD,BRFS
argentina,Ternium Argentina,Ternium Argentina SA,ternium-argentina,ARBCOM4602B4,1131138,ARS,SID
brazil,ABC BRASIL PN,Banco ABC Brasil SA,abc-brasil-pn-ej-n2,BRABCBACNPR4,18589,BRL,ABCB4
brazil,BRASILAGRO ON,BrasilAgro - Co ON NM,brasilagro-on-nm,BRAGROACNOR7,18592,BRL,AGRO3
brazil,RUMO ON NM,RUMO Logistica Operadora Multimodal SA,all-amer-lat-on-nm,BRRAILACNOR9,18593,BRL,RAIL3
brazil,ALPARGATAS ON,Alpargatas SA,alpargatas-on-n1,BRALPAACNOR0,18594,BRL,ALPA3
brazil,ALPARGATAS PN,Alpargatas SA,alpargatas-pn-n1,BRALPAACNPR7,18595,BRL,ALPA4
brazil,Aliansce Sonae,Aliansce Sonae Shopping Centers SA,aliansce-on-nm,BRALSOACNOR5,18596,BRL,ALSO3
brazil,LOJAS MARISA ON,Marisa Lojas SA,lojas-marisa-on,BRAMARACNOR4,18597,BRL,AMAR3
brazil,AMBEV S/A ON,Ambev SA,ambev-pn,BRABEVACNOR1,18599,BRL,ABEV3
brazil,Advanced Digital Health,Advanced Digital Health Medicina Preventiva SA,all-ore-on,BRADHMACNOR9,18601,BRL,ADHM3
brazil,AREZZO CO ON,Arezzo Industria e Comercio SA,arezzo-co-on-ej-nm,BRARZZACNOR3,18602,BRL,ARZZ3
brazil,BRASIL ON,Banco do Brasil SA,brasil-on,BRBBASACNOR3,18604,BRL,BBAS3
brazil,BRADESCO ON,Banco Bradesco SA,bradesco-on-n1,BRBBDCACNOR1,18605,BRL,BBDC3
brazil,BRADESCO PN EJ N1,Banco Bradesco SA Pref,bradesco-pn-n1,BRBBDCACNPR8,18606,BRL,BBDC4
brazil,BR BROKERS ON,Brasil Brokers Participacoes SA,br-brokers-on,BRBBRKACNOR4,18607,BRL,BBRK3
brazil,MINERVA ON,Minerva SA/Brazil,minerva-on-nm,BRBEEFACNOR6,18608,BRL,BEEF3
brazil,BR PHARMA ON,Brasil Pharma SA,br-pharma-on,BRBPHAACNOR6,18613,BRL,BPHA3
brazil,BANCO PAN SA PN,Banco Pan SA,panamericano-pn,BRBPANACNPR1,18614,BRL,BPAN4
brazil,BRADESPAR ON,Bradespar SA,bradespar-on-n1,BRBRAPACNOR5,18615,BRL,BRAP3
brazil,BRADESPAR PN,Bradespar SA,bradespar-pn-n1,BRBRAPACNPR2,18616,BRL,BRAP4
brazil,BRF SA ON,BRF SA,brf-foods-on-ej-nm,BRBRFSACNOR8,18617,BRL,BRFS3
brazil,BR Insurance Corretora,BR Insurance Corretora de Seguros SA,br-insurance-on-nm,BRAPERACNOR9,18618,BRL,APER3
brazil,BRASKEM ON,Braskem SA,braskem-on-n1,BRBRKMACNOR1,18619,BRL,BRKM3
brazil,BRASKEM PNA,Braskem SA,braskem-pna-n1,BRBRKMACNPA4,18620,BRL,BRKM5
brazil,BR MALLS PAR ON,BR Malls Participacoes SA,br-malls-par-on-nm,BRBRMLACNOR9,18621,BRL,BRML3
brazil,BR PROPERT ON,BR Properties SA,br-propert-on-nm,BRBRPRACNOR9,18622,BRL,BRPR3
brazil,BANRISUL PNB,BANRISUL PNB N1,banrisul-pnb-n1,BRBRSRACNPB4,18623,BRL,BRSR6
brazil,OI ON N1,Oi SA,brasil-telec-on,BROIBRACNOR1,18624,BRL,OIBR3
brazil,OI PN,Oi SA Pref,oi-pn,BROIBRACNPR8,18625,BRL,OIBR4
brazil,B2W DIGITAL ON,B2W Cia Digital,b2w-varejo-on-nm,BRBTOWACNOR8,18626,BRL,BTOW3
brazil,B3 SA Brasil Bolsa Balcao,B3 SA Brasil Bolsa Balcao,bmfbovespa-on-nm,BRB3SAACNOR6,18628,BRL,B3SA3
brazil,CAMBUCI PN,Cambuci SA,cambuci-pn,BRCAMBACNPR1,18629,BRL,CAMB4
brazil,CSU CARDSYST ON,CSU Cardsystem SA,csu-cardsyst-on-nm,BRCARDACNOR9,18630,BRL,CARD3
brazil,CYRE COM-CCP ON,Cyrela Commercial Properties SA,cyre-com-ccp-on,BRCCPRACNOR9,18632,BRL,CCPR3
brazil,CCR SA ON,CCR SA,ccr-sa-on-nm,BRCCROACNOR2,18633,BRL,CCRO3
brazil,CEDRO PN,CEDRO PN N1,cedro-pn-n1,BRCEDOACNPR5,18634,BRL,CEDO4
brazil,CEEE-D ON,CEEE-D ON N1,ceee-d-on-n1,BRCEEDACNOR9,18635,BRL,CEED3
brazil,CESP PNB,Cia Energetica de Sao Paulo,cesp-pnb,BRCESPACNPB4,18636,BRL,CESP6
brazil,COMGAS PNA,Companhia de Gas de Sao Paulo,comgas-pna,BRCGASACNPA3,18637,BRL,CGAS5
brazil,GRAZZIOTIN PN,Grazziotin SA,grazziotin-pn-ej,BRCGRAACNPR9,18638,BRL,CGRA4
brazil,CIELO ON,Cielo SA,cielo-on-nm,BRCIELACNOR3,18639,BRL,CIEL3
brazil,CEMIG ON,Cia Energetica de Minas Gerais,cemig-on,BRCMIGACNOR6,18641,BRL,CMIG3
brazil,CEMIG PN,CEMIG - Companhia Energetica Minas Gerais Pref,cemig-pn-n1,BRCMIGACNPR3,18642,BRL,CMIG4
brazil,COELCE PNA,Cia Energetica do Ceara,coelce-pna,BRCOCEACNPA3,18644,BRL,COCE5
brazil,CPFL ENERGIAON NM,CPFL Energia SA,cpfl-energia-on-nm,BRCPFEACNOR0,18645,BRL,CPFE3
brazil,COPEL ON,Cia Paranaense de Energia,copel-on,BRCPLEACNOR8,18646,BRL,CPLE3
brazil,COPEL PNB,Cia Paranaense de Energia,copel-pnb,BRCPLEACNPB9,18647,BRL,CPLE6
brazil,CR2 ON,CR2 Empreendimentos Imobiliarios SA,cr2-on-nm,BRCRDEACNOR1,18648,BRL,CRDE3
brazil,COSAN ON,Cosan SA Industria e Comercio,cosan-on-nm,BRCSANACNOR6,18651,BRL,CSAN3
brazil,COPASA ON,Cia de Saneamento de Minas Gerais,copasa-on,BRCSMGACNOR5,18652,BRL,CSMG3
brazil,SID NACIONAL ON,Cia Siderurgica Nacional SA,sid-nacional-on,BRCSNAACNOR6,18653,BRL,CSNA3
brazil,Contax Participacoes,Contax Participacoes SA,contax-pn,BRLIQOACNOR2,18654,BRL,LIQO3
brazil,COTEMINAS PN,COTEMINAS PN,coteminas-pn,BRCTNMACNPR6,18656,BRL,CTNM4
brazil,CYRELA REALT ON,Cyrela Brazil Realty SA,cyrela-realt-on-nm,BRCYREACNOR7,18657,BRL,CYRE3
brazil,DASA ON,Diagnosticos da America SA,dasa-on,BRDASAACNOR1,18659,BRL,DASA3
brazil,DIRECIONAL ON,Direcional Engenharia SA,direcional-on-nm,BRDIRRACNOR0,18661,BRL,DIRR3
brazil,DURATEX ON,Duratex SA,duratex-on-nm,BRDTEXACNOR3,18662,BRL,DTEX3
brazil,ECORODOVIAS ON,EcoRodovias SA,ecorodovias-on-nm,BRECORACNOR8,18663,BRL,ECOR3
brazil,CEEE-GT ON,CEEE-GT ON N1,ceee-gt-on-n1,BREEELACNOR8,18664,BRL,EEEL3
brazil,ELEKEIROZ PN,Elekeiroz SA,elekeiroz-pn,BRELEKACNPR2,18665,BRL,ELEK4
brazil,ELETROBRAS ON,Centrais Eletricas Brasileiras SA,eletrobras-on,BRELETACNOR6,18666,BRL,ELET3
brazil,ELETROBRAS PNB,Centrais Eletricas Brasileiras SA,eletrobras-pnb,BRELETACNPB7,18667,BRL,ELET6
brazil,EMBRAER ON,Embraer SA,embraer-on-nm,BREMBRACNOR4,18669,BRL,EMBR3
brazil,ENERGIAS BR ON,EDP - Energias do Brasil SA,energias-br-on,BRENBRACNOR2,18670,BRL,ENBR3
brazil,ENERGISA PN,Energisa SA,energisa-pn,BRENGIACNPR7,18671,BRL,ENGI4
brazil,EQUATORIAL ON,Equatorial Energia SA,equatorial-on-nm,BREQTLACNOR0,18672,BRL,EQTL3
brazil,YDUQS Part ON,YDUQS Part ON,estacio-part-on-nm,BRYDUQACNOR3,18673,BRL,YDUQ3
brazil,ETERNIT ON,Eternit SA,eternit-on-ej-nm,BRETERACNOR3,18674,BRL,ETER3
brazil,EUCATEX PN,Eucatex SA Industria e Comercio,eucatex-pn-ej-n1,BREUCAACNPR8,18675,BRL,EUCA4
brazil,EVEN ON,Even Construtora e Incorporadora SA,even-on-nm,BREVENACNOR8,18676,BRL,EVEN3
brazil,EZTEC ON,Ez Tec SA,eztec-on-nm,BREZTCACNOR0,18677,BRL,EZTC3
brazil,FERBASA PN,Cia de Ferro Ligas da Bahia Ferbasa,ferbasa-pn,BRFESAACNPR5,18678,BRL,FESA4
brazil,FER HERINGER ON,Fertilizantes Heringer SA,fer-heringer-on-nm,BRFHERACNOR5,18679,BRL,FHER3
brazil,FORJA TAURUS PN,Forjas Taurus SA,forja-taurus-pn-n2,BRFJTAACNPR2,18681,BRL,FJTA4
brazil,FLEURY ON,Fleury SA,fleury-on-nm,BRFLRYACNOR5,18682,BRL,FLRY3
brazil,METALFRIO ON,Metalfrio Solutions SA,metalfrio-on-nm,BRFRIOACNOR2,18684,BRL,FRIO3
brazil,AES TIETE E ON N2,Aes Tiete Energia SA,aes-tiete-on,BRTIETACNOR0,18685,BRL,TIET3
brazil,AES TIETE E PN N2,Aes Tiete Energia SA,aes-tiete-pn,BRTIETACNPR7,18686,BRL,TIET4
brazil,GAFISA ON,Gafisa SA,gafisa-on-nm,BRGFSAACNOR3,18687,BRL,GFSA3
brazil,GERDAU ON,Gerdau SA,gerdau-on-n1,BRGGBRACNOR1,18688,BRL,GGBR3
brazil,GERDAU PN N1,Gerdau SA Pref,gerdau-pn-n1,BRGGBRACNPR8,18689,BRL,GGBR4
brazil,GERDAU MET ON,Metalurgica Gerdau SA,gerdau-met-on,BRGOAUACNOR1,18690,BRL,GOAU3
brazil,GERDAU MET PN,Metalurgica Gerdau SA,gerdau-met-pn,BRGOAUACNPR8,18691,BRL,GOAU4
brazil,GOL PN N2,Gol Linhas Aereas Inteligentes SA Pref,gol-pn-es-n2,BRGOLLACNPR4,18692,BRL,GOLL4
brazil,GRENDENE ON,Grendene SA,grendene-on-nm,BRGRNDACNOR3,18693,BRL,GRND3
brazil,GENERALSHOPP ON,General Shopping Brasil SA,generalshopp-on,BRGSHPACNOR7,18694,BRL,GSHP3
brazil,HELBOR ON,Helbor Empreendimentos SA,helbor-on-nm,BRHBORACNOR3,18695,BRL,HBOR3
brazil,CIA HERING ON,Cia Hering,cia-hering-on-nm,BRHGTXACNOR9,18696,BRL,HGTX3
brazil,PETRORIO ON NM,Petro Rio SA,hrt-petroleo-on-nm,BRPRIOACNOR1,18697,BRL,PRIO3
brazil,HYPERMARCAS ON,Hypermarcas SA,hypermarcas-on-nm,BRHYPEACNOR0,18698,BRL,HYPE3
brazil,IDEIASNET ON,IdeiasNet SA,ideiasnet-on-nm,BRIDNTACNOR5,18699,BRL,IDNT3
brazil,INDUSVAL PN,Banco Indusval SA,indusval-pn-ej-n1,BRIDVLACNPR2,18700,BRL,IDVL4
brazil,IGUATEMI ON,IGUATEMI ON NM,iguatemi-on-nm,BRIGTAACNOR5,18701,BRL,IGTA3
brazil,International Meal Company,International Meal Company,imc-holdings-on,BRMEALACNOR9,18702,BRL,MEAL3
brazil,INEPAR ON,Inepar SA Industria e Construcoes,inepar-on-n1,BRINEPACNOR1,18703,BRL,INEP3
brazil,INEPAR PN,Inepar SA Industria e Construcoes,inepar-pn-n1,BRINEPACNPR8,18704,BRL,INEP4
brazil,ITAUSA ON,Itausa - Investimentos Itau SA,itausa-on-ej-n1,BRITSAACNOR0,18705,BRL,ITSA3
